First Name,Last Name,Email,Phone Number,Company Name,Job Title,Industry,City,State,Country,Lifecycle Stage,Lead Status,Created Date
James,Clark,james.clark@business.net,(554) 851-1157,Amber Grove Retail,Marketing Manager,Media,Austin,TX,United States,customer,Unqualified,10/26/2024
Gary,Hall,garyhall@yahoo.com,,,,Nonprofit,Kansas City,MO,United States,marketingqualifiedlead,Attempted to Contact,10/22/2025
MARY,HALL,maryhall@gmail.com,(209) 984-8052,Driftwood Hospitality,IT Manager,Hospitality,Tucson,AZ,United States,lead,Bad Timing,2/20/2025
Shirley,Lewis,shirleylewis@gmail.com,(867) 397-6248,Pinnacle Logistics Group,Operations Manager,Manufacturing,Tucson,AZ,United States,lead,Bad Timing,9/1/2026
Karen,Thomas,karenthomas@gmail.com,(239) 681-4644,Cobalt Digital,Regional Sales Manager,Technology,Nashville,TN,United States,marketingqualifiedlead,Bad Timing,4/1/2024
Kathleen,Ramirez,kathleenramirez@company.com,(352) 330-5921,Elmshade Legal,HR Manager,Education,Denver,CO,United States,salesqualifiedlead,In Progress,1/18/2026
Brenda,Johnson,brendajohnson@yahoo.com,(757) 696-6636,Hollowridge Transport,CEO,Education,Albuquerque,NM,United States,marketingqualifiedlead,Unqualified,3/1/2025
Jacob,Davis,jacobdavis@company.com,(374) 489-6711,Fieldstone Education,CEO,Financial Services,Milwaukee,WI,United States,opportunity,New,12/26/2025
Nicholas,Scott,nicholasscott@gmail.com,(959) 243-8147,Northwind Traders,Regional Sales Manager,Biotechnology,Milwaukee,WI,United States,subscriber,Bad Timing,10/14/2025
Angela,Lee,angela.lee@company.com,(563) 464-6576,Redstone Realty,COO,Nonprofit,Nashville,TN,United States,marketingqualifiedlead,Attempted to Contact,9/7/2024
Carol,Davis,cdavis@company.com,529-418-1746,Crestline Energy,Customer Success Manager,Technology,Charleston,SC,United States,subscriber,New,5/22/2025
Michael,Miller,michaelmiller@gmail.com,(568) 893-6123,Granite Peak Construction,Account Executive,Manufacturing,Nashville,TN,United States,subscriber,New,11/21/2024
Matthew,Jackson,matthew.jackson@business.net,(942) 301-4506,Hollowridge Transport,Marketing Coordinator,Insurance,Nashville,TN,United States,customer,Unqualified,12/19/2025
Mary,White,marywhite@outlook.com,(782) 630-6986,Marlowe & Co.,Customer Success Manager,Media,Richmond,VA,United States,salesqualifiedlead,Bad Timing,1/19/2024
Mary,Scott,mary.scott@gmail.com,(316) 672-2924,Meridian Data Systems,VP of Sales,Construction,Boise,ID,United States,customer,In Progress,12/9/2026
Richard,Anderson,randerson@yahoo.com,(653) 528-5414,Aster Marketing,Executive Assistant,Hospitality,Portland,OR,United States,customer,New,8/7/2024
Sarah,Rivera,srivera@company.com,(667) 352-9446,Brightpath Consulting,Office Manager,Biotechnology,Richmond,VA,United States,opportunity,In Progress,7/20/2024
Stephanie,Walker,swalker@business.net,(633) 292-7922,Driftwood Hospitality,Business Development Rep,Hospitality,Tampa,FL,United States,lead,Unqualified,7/3/2026
Brian,Jones,brianjones@company.com,(786) 517-8411,Greystone Capital,Office Manager,Media,Columbus,OH,United States,salesqualifiedlead,Unqualified,10/5/2026
Sarah,Adams,sarah.adams@company.com,,,,Nonprofit,Portland,OR,United States,lead,Connected,7/28/2024
Chris,Johnson,cjohnson@company.com,(840) 509-4869,Pinnacle Logistics Group,Product Manager,Media,Milwaukee,WI,United States,subscriber,Connected,9/4/2026
Cynthia,Thompson,cthompson@gmail.com,397.234.1388,Fieldstone Education,Operations Manager,Retail,Kansas City,MO,United States,opportunity,Connected,7/8/2026
Stephanie,Scott,stephaniescott@company.com,(901) 703-7809,Quarry Hill Ventures,Regional Sales Manager,Construction,Louisville,KY,United States,lead,New,1/26/2026
Sandra,Brown,sandra.brown@gmail.com,(270) 809-2113,Willowbrook Nonprofit,HR Manager,Real Estate,Louisville,KY,United States,subscriber,Attempted to Contact,10/20/2024
Michelle,Wilson,michellewilson@gmail.com,(663) 304-4675,Aster Marketing,Operations Director,Real Estate,Providence,RI,United States,lead,Attempted to Contact,5/23/2026
Patricia,Thomas,pthomas@gmail.com,(356) 444-3068,Orchard Lane Foods,Account Executive,Hospitality,Sacramento,CA,United States,lead,Unqualified,5/25/2026
Charles,Torres,charlestorres@company.com,(662) 277-2525,Lumen Health Partners,Marketing Coordinator,Nonprofit,Tampa,FL,United States,marketingqualifiedlead,Connected,8/16/2025
Sarah,Williams,swilliams@outlook.com,(318) 299-4846,Greystone Capital,Operations Director,Financial Services,Columbus,OH,United States,salesqualifiedlead,Unqualified,3/8/2024
Emma,Adams,eadams@yahoo.com,(687) 713-3471,Beacon Analytics,Regional Sales Manager,Manufacturing,Sacramento,CA,United States,marketingqualifiedlead,Connected,9/21/2024
Carolyn,Davis,carolyndavis@outlook.com,(662) 433-7779,Amber Grove Retail,Regional Sales Manager,Real Estate,Providence,RI,United States,salesqualifiedlead,Connected,6/14/2024
Jacob,Rodriguez,jacob.rodriguez@business.net,(896) 543-2463,Harborview Financial,Business Development Rep,Healthcare,Tampa,FL,United States,customer,Bad Timing,7/26/2025
Michael,Ramirez,mramirez@outlook.com,(665) 382-7346,Steadfast Insurance,VP of Sales,Construction,Portland,OR,United States,customer,Open,6/9/2026
Michael,Lopez,michael.lopez@gmail.com,(876) 962-6269,Cobalt Digital,IT Manager,Construction,Columbus,OH,United States,marketingqualifiedlead,Attempted to Contact,7/6/2024
Timothy,Williams,twilliams@company.com,(590) 595-3492,Orchard Lane Foods,Sales Director,Financial Services,Richmond,VA,United States,opportunity,Attempted to Contact,2/28/2025
Donna,Lopez,dlopez@company.com,(703) 293-8700,Steadfast Insurance,Executive Assistant,Technology,Charleston,SC,United States,marketingqualifiedlead,Connected,3/11/2024
George,Walker,george.walker@business.net,(489) 907-2412,Willowbrook Nonprofit,Controller,Financial Services,Nashville,TN,United States,lead,Open,10/16/2024
Gary,Brown,garybrown@company.com,,,,Retail,Milwaukee,WI,United States,marketingqualifiedlead,Connected,12/14/2025
Nicholas,Rivera,nicholas.rivera@yahoo.com,(207) 346-8302,Silverline Logistics,Purchasing Manager,Hospitality,Omaha,NE,United States,lead,Attempted to Contact,10/16/2025
Stephanie,Ramirez,stephanieramirez@outlook.com,(235) 570-1462,Quarry Hill Ventures,VP of Sales,Logistics,Kansas City,MO,United States,opportunity,Unqualified,3/9/2026
Katherine,Lee,klee@gmail.com,691-796-7839,Willowbrook Nonprofit,Operations Director,Logistics,Raleigh,NC,United States,salesqualifiedlead,Bad Timing,2/16/2026
Larry,Hernandez,larryhernandez@outlook.com,(532) 846-7366,Willowbrook Nonprofit,VP of Sales,Technology,Tampa,FL,United States,lead,Connected,1/27/2024
Charles,Hall,chall@company.com,(410) 757-8244,Quarry Hill Ventures,Business Development Rep,Biotechnology,Albuquerque,NM,United States,customer,Unqualified,5/3/2024
Patricia,Martinez,patriciamartinez@business.net,(249) 512-5644,Cobalt Digital,Customer Success Manager,Insurance,Portland,OR,United States,customer,Unqualified,2/18/2024
Scott,Milelr,scott.miller@gmail.com,(706) 860-2007,Silverline Logistics,Finance Director,Insurance,Des Moines,IA,United States,lead,Attempted to Contact,3/16/2025
Benjamin,Young,benjamin.young@business.net,(668) 309-3219,Cascade Software,Marketing Manager,Real Estate,Des Moines,IA,United States,marketingqualifiedlead,Bad Timing,7/26/2026
Ronald,Thomas,ronaldthomas@yahoo.com,(589) 677-9743,Meridian Data Systems,Business Development Rep,Logistics,Providence,RI,United States,marketingqualifiedlead,In Progress,8/15/2026
Elizabeth,Green,elizabethgreen@yahoo.com,(908) 883-6298,Redstone Realty,Customer Success Manager,Media,Omaha,NE,United States,subscriber,In Progress,7/13/2024
Deborah,Thompson,dthompson@company.com,(739) 325-8703,Quarry Hill Ventures,Operations Director,Legal Services,Omaha,NE,United States,opportunity,In Progress,10/12/2025
Jacob,Adams,jacobadams@outlook.com,(433) 432-4438,Orchard Lane Foods,HR Manager,Education,Louisville,KY,United States,opportunity,Bad Timing,8/24/2026
Ryan,Rivera,ryan.rivera@gmail.com,(275) 255-3916,Driftwood Hospitality,Product Manager,Education,Richmond,VA,United States,subscriber,Attempted to Contact,5/14/2024
Timothy,Hall,thall@yahoo.com,(610) 978-1601,Vantage Point Law,Operations Manager,Technology,Tucson,AZ,United States,marketingqualifiedlead,In Progress,7/28/2024
Justin,Adams,justin.adams@outlook.com,(407) 662-4840,Lumen Health Partners,Finance Director,Logistics,Columbus,OH,United States,salesqualifiedlead,Unqualified,3/27/2026
Michelle,Wright,mwright@outlook.com,(391) 756-6696,Amber Grove Retail,Regional Sales Manager,Logistics,Tucson,AZ,United States,opportunity,Bad Timing,3/3/2026
Jessica,Rivera,jessicarivera@business.net,(333) 584-4027,Greystone Capital,Account Executive,Nonprofit,Raleigh,NC,United States,lead,In Progress,1/4/2026
Mark,Bakre,markbaker@yahoo.com,(567) 719-5918,Foxglove Biotech,Customer Success Manager,Insurance,Providence,RI,United States,customer,Attempted to Contact,10/14/2024
Donald,White,dwhite@company.com,(258) 564-6410,Driftwood Hospitality,Account Executive,Retail,Albuquerque,NM,United States,salesqualifiedlead,Bad Timing,7/24/2026
Barbara,Sanchez,bsanchez@outlook.com,(769) 486-8077,Cobalt Digital,COO,Education,Raleigh,NC,United States,marketingqualifiedlead,Connected,11/9/2025
Katherine,Martinez,katherinemartinez@yahoo.com,(309) 293-1085,Cascade Software,Regional Sales Manager,Technology,Albuquerque,NM,United States,marketingqualifiedlead,New,2/6/2024
Laura,Jones,ljones@company.com,(296) 536-1425,Cascade Software,Account Executive,Real Estate,Kansas City,MO,United States,marketingqualifiedlead,Attempted to Contact,6/5/2024
Jennifer,Flores,jflores@company.com,(797) 778-9565,Amber Grove Retail,Product Manager,Healthcare,Denver,CO,United States,customer,Connected,4/9/2025
Susan,Smith,susansmith@company.com,862-808-5631,Cascade Software,Account Executive,Construction,Louisville,KY,United States,subscriber,In Progress,12/1/2026
Stephen,Nguyen,stephennguyen@company.com,(356) 400-6404,Harborview Financial,Purchasing Manager,Hospitality,Charleston,SC,United States,lead,Unqualified,11/22/2026
Gregory,Hall,gregoryhall@outlook.com,(289) 282-7400,Greystone Capital,Customer Success Manager,Logistics,Denver,CO,United States,subscriber,New,5/4/2024
Patricia,Scott,patricia.scott@outlook.com,(549) 602-3248,Silverline Logistics,Purchasing Manager,Education,Tampa,FL,United States,customer,Attempted to Contact,11/8/2026
Anthony,Clark,anthonyclark@business.net,(953) 944-2020,Quarry Hill Ventures,VP of Sales,Education,Louisville,KY,United States,lead,Attempted to Contact,11/16/2025
Ashley,Jones,ajones@business.net,(809) 606-6347,Northwind Traders,Product Manager,Media,Richmond,VA,United States,salesqualifiedlead,Unqualified,6/18/2024
Mark,Jackson,mark.jackson@yahoo.com,(750) 495-3755,Coppervale Manufacturing,Regional Sales Manager,Hospitality,Columbus,OH,United States,customer,Bad Timing,9/17/2025
Emma,Hill,emma.hill@gmail.com,(482) 612-3356,Fieldstone Education,COO,Legal Services,Tucson,AZ,United States,customer,Unqualified,7/11/2024
Katherine,Mitchell,katherine.mitchell@outlook.com,(309) 334-4026,Northwind Traders,COO,Hospitality,Tampa,FL,United States,marketingqualifiedlead,Attempted to Contact,10/8/2026
Jacob,Mitchell,jacobmitchell@outlook.com,(899) 922-7390,Orchard Lane Foods,Product Manager,Financial Services,Providence,RI,United States,opportunity,Bad Timing,1/10/2025
James,Clark,jclark@outlook.com,(554) 851-1157,Amber Grove Retail,Marketing Manager,Media,Austin,TX,United States,customer,Unqualified,12/10/2026
Robert,King,robertking@business.net,(217) 714-8054,Driftwood Hospitality,Customer Success Manager,Manufacturing,Tampa,FL,United States,subscriber,Attempted to Contact,4/7/2024
Pamela,Adams,pamelaadams@outlook.com,616-656-2374,Foxglove Biotech,Marketing Coordinator,Healthcare,Portland,OR,United States,lead,In Progress,9/4/2024
Lisa,Lewis,lisalewis@outlook.com,(588) 634-4510,Pinnacle Logistics Group,HR Manager,Real Estate,Raleigh,NC,United States,subscriber,Bad Timing,2/15/2025
Elizabeth,Adams,elizabethadams@business.net,(643) 879-9846,Amber Grove Retail,Finance Director,Real Estate,Salt Lake City,UT,United States,salesqualifiedlead,In Progress,9/15/2026
Benjamin,Miller,benjamin.miller@yahoo.com,(245) 560-9945,Amber Grove Retail,Customer Success Manager,Insurance,Charleston,SC,United States,customer,Unqualified,8/21/2026
Ashley,Wright,awright@gmail.com,(380) 237-7504,Driftwood Hospitality,Controller,Financial Services,Columbus,OH,United States,customer,Bad Timing,2/8/2024
Nancy,Perez,nperez@gmail.com,(474) 950-2522,Steadfast Insurance,Office Manager,Financial Services,Milwaukee,WI,United States,subscriber,Unqualified,4/1/2024
Charles,Hall,chall@outlook.com,(410) 757-8244,Quarry Hill Ventures,Business Development Rep,Biotechnology,Albuquerque,NM,United States,customer,Unqualified,9/20/2025
Pamela,Wilson,pamelawilson@yahoo.com,(255) 428-8445,Amber Grove Retail,Operations Director,Media,Omaha,NE,United States,opportunity,Attempted to Contact,12/22/2025
Ryan,Garcia,ryan.garcia@company.com,(531) 909-7513,Willowbrook Nonprofit,Finance Director,Nonprofit,Austin,TX,United States,salesqualifiedlead,Connected,12/20/2025
Amy,Brown,abrown@company.com,(252) 511-2803,Redstone Realty,Business Development Rep,Logistics,Louisville,KY,United States,marketingqualifiedlead,Connected,4/11/2025
James,Taylor,jtaylor@company.com,(309) 772-2185,Pinnacle Logistics Group,IT Manager,Technology,Nashville,TN,United States,subscriber,Bad Timing,5/18/2026
RONALD,THOMAS,rthomas2@gmail.com,(907) 686-3539,Steadfast Insurance,Operations Manager,Healthcare,Austin,TX,United States,lead,Unqualified,2/23/2024
Shirley,Smith,shirleysmith@company.com,(255) 392-9494,Steadfast Insurance,COO,Media,Providence,RI,United States,salesqualifiedlead,Connected,1/7/2025
Debra,Clark,dclark@company.com,(502) 767-3085,Cobalt Digital,Executive Assistant,Legal Services,Richmond,VA,United States,salesqualifiedlead,Connected,3/20/2026
Kimberly,Hill,kimberly.hill@outlook.com,(319) 989-2512,Meridian Data Systems,Purchasing Manager,Real Estate,Charleston,SC,United States,customer,Attempted to Contact,9/7/2024
Ronald,Nguyen,ronald.nguyen@yahoo.com,,,,Media,Raleigh,NC,United States,customer,Unqualified,1/12/2025
Thomas,Moore,tmoore@gmail.com,(499) 914-3068,Meridian Data Systems,Controller,Manufacturing,Columbus,OH,United States,subscriber,Attempted to Contact,8/16/2025
Karen,Torres,karen.torres@gmail.com,(321) 771-7818,Fieldstone Education,COO,Media,Salt Lake City,UT,United States,opportunity,Open,7/15/2026
Nancy,Allen,nallen@gmail.com,(335) 291-6198,Quarry Hill Ventures,Marketing Coordinator,Real Estate,Tucson,AZ,United States,lead,In Progress,12/9/2025
Thomas,Torres,ttorres@gmail.com,(476) 441-8081,Foxglove Biotech,Purchasing Manager,Healthcare,Kansas City,MO,United States,lead,Bad Timing,3/16/2026
Eric,Perez,eric.perez@gmail.com,(752) 806-5238,Harborview Financial,IT Manager,Nonprofit,Nashville,TN,United States,salesqualifiedlead,Attempted to Contact,12/2/2024
Donna,Torres,dtorres@company.com,(985) 836-1430,Fieldstone Education,Product Manager,Retail,Kansas City,MO,United States,lead,In Progress,5/11/2026
Amanda,Davis,amandadavis@outlook.com,(272) 434-7276,Silverline Logistics,Account Executive,Manufacturing,Boise,ID,United States,marketingqualifiedlead,In Progress,3/13/2025
Helen,Walker,helen.walker@yahoo.com,(932) 680-4206,Brightpath Consulting,Finance Director,Retail,Denver,CO,United States,subscriber,Bad Timing,12/24/2026
Jonathan,Johnson,jonathan.johnson@company.com,(213) 375-8817,Vantage Point Law,Purchasing Manager,Insurance,Austin,TX,United States,customer,Connected,12/16/2026
Shirley,Nguyen,snguyen@outlook.com,(283) 681-2062,Ironwood Manufacturing,Marketing Coordinator,Real Estate,Tucson,AZ,United States,customer,Bad Timing,6/16/2026
Steven,Roberts,stevenroberts@gmail.com,(352) 868-1014,Hollowridge Transport,Sales Director,Legal Services,Omaha,NE,United States,salesqualifiedlead,In Progress,12/11/2024
Brian,Smith,bsmith@outlook.com,(873) 610-2140,Brightpath Consulting,Marketing Manager,Manufacturing,Nashville,TN,United States,customer,Attempted to Contact,7/14/2024
Charles,Rivera,crivera@outlook.com,,,,Logistics,Boise,ID,United States,salesqualifiedlead,Bad Timing,7/25/2024
Carol,Nguyen,cnguyen@gmail.com,(669) 850-6869,Foxglove Biotech,Operations Manager,Media,Austin,TX,United States,opportunity,Unqualified,7/27/2024
Sarah,Allen,sallen@company.com,(659) 352-6328,Silverline Logistics,COO,Legal Services,Omaha,NE,United States,opportunity,Unqualified,4/13/2025
Pamela,Smith,psmith@gmail.com,(352) 758-1590,Elmshade Legal,Business Development Rep,Hospitality,Raleigh,NC,United States,opportunity,Open,3/2/2025
Brenda,Garcia,brenda.garcia@outlook.com,(592) 910-3503,Quarry Hill Ventures,Finance Director,Manufacturing,Portland,OR,United States,salesqualifiedlead,Unqualified,9/15/2025
Nicholas,Williams,nicholaswilliams@yahoo.com,(316) 832-4714,Ferncrest Media,Operations Director,Healthcare,Denver,CO,United States,salesqualifiedlead,In Progress,6/25/2025
Katherine,Martin,katherine.martin@yahoo.com,(882) 423-2850,Harborview Financial,Executive Assistant,Technology,Sacramento,CA,United States,subscriber,Open,10/4/2025
Scott,Lopez,scottlopez@gmail.com,(865) 591-5509,Meridian Data Systems,Regional Sales Manager,Technology,Albuquerque,NM,United States,subscriber,New,2/4/2024
Dorothy,Hall,dhall@outlook.com,(780) 573-6182,Granite Peak Construction,Customer Success Manager,Retail,Charleston,SC,United States,marketingqualifiedlead,Open,12/24/2024
Barbara,Miller,barbara.miller@yahoo.com,(475) 966-4432,Hollowridge Transport,Purchasing Manager,Nonprofit,Charleston,SC,United States,marketingqualifiedlead,New,8/1/2024
Kathleen,Flores,kathleenflores@outlook.com,(952) 986-6431,Driftwood Hospitality,Purchasing Manager,Healthcare,Sacramento,CA,United States,salesqualifiedlead,Open,6/1/2024
Ryan,Gonzalez,ryangonzalez@gmail.com,(247) 848-3018,Coppervale Manufacturing,Regional Sales Manager,Construction,Richmond,VA,United States,customer,Attempted to Contact,3/16/2026
David,Johnson,david.johnson@outlook.com,(761) 944-9647,Granite Peak Construction,Account Executive,Media,Tampa,FL,United States,marketingqualifiedlead,Open,2/2/2025
Mary,Brown,mary.brown@outlook.com,(610) 581-2376,Crestline Energy,CEO,Logistics,Kansas City,MO,United States,subscriber,New,4/21/2024
Samantha,Williams,samantha.williams@yahoo.com,(863) 772-2097,Marlowe & Co.,Finance Director,Financial Services,Milwaukee,WI,United States,marketingqualifiedlead,Open,2/21/2026
Nancy,Nguyen,nancy.nguyen@gmail.com,(709) 809-4613,Silverline Logistics,Finance Director,Real Estate,Denver,CO,United States,marketingqualifiedlead,Bad Timing,11/13/2026
Paul,Green,paulgreen@business.net,(779) 944-1981,Pinnacle Logistics Group,Finance Director,Technology,Providence,RI,United States,salesqualifiedlead,Open,3/24/2024
Brian,Davis,briandavis@business.net,(741) 330-4648,Elmshade Legal,Marketing Manager,Media,Nashville,TN,United States,subscriber,In Progress,11/24/2025
Daniel,Thomas,daniel.thomas@gmail.com,(413) 366-7365,Coppervale Manufacturing,Purchasing Manager,Logistics,Albuquerque,NM,United States,customer,Bad Timing,3/4/2026
Susan,Lee,susanlee@gmail.com,(745) 672-7566,Crestline Energy,Executive Assistant,Healthcare,Providence,RI,United States,opportunity,Open,3/16/2026
Patricia,Walker,patricia.walker@yahoo.com,(591) 848-4610,Willowbrook Nonprofit,HR Manager,Media,Raleigh,NC,United States,marketingqualifiedlead,Unqualified,9/18/2025
Debra,Carter,debra.carter@yahoo.com,(651) 566-3915,Cobalt Digital,Sales Director,Biotechnology,Austin,TX,United States,customer,Attempted to Contact,8/23/2024
Samuel,Martinez,samuel.martinez@outlook.com,(261) 369-6039,Fieldstone Education,CEO,Biotechnology,Tampa,FL,United States,marketingqualifiedlead,Unqualified,8/23/2024
Jeffrey,Rodriguez,jrodriguez@outlook.com,(811) 667-8126,Pinnacle Logistics Group,Operations Director,Logistics,Providence,RI,United States,marketingqualifiedlead,Unqualified,4/26/2026
Cynthia,Moore,cynthiamoore@yahoo.com,(415) 670-6381,Northwind Traders,VP of Sales,Legal Services,Kansas City,MO,United States,subscriber,Attempted to Contact,1/1/2025
Ronald,Walker,ronald.walker@yahoo.com,(857) 757-7349,Ironwood Manufacturing,Business Development Rep,Biotechnology,Tucson,AZ,United States,salesqualifiedlead,In Progress,8/2/2024
Shirley,Harris,shirleyharris@company.com,(821) 478-4390,Ironwood Manufacturing,Marketing Manager,Financial Services,Providence,RI,United States,opportunity,Open,12/1/2026
Linda,King,lking2@business.net,(894) 523-9779,Northwind Traders,Finance Director,Hospitality,Salt Lake City,UT,United States,customer,In Progress,2/5/2025
Benjamin,Jones,bjones@outlook.com,(634) 306-4368,Marlowe & Co.,Executive Assistant,Legal Services,Sacramento,CA,United States,subscriber,Connected,3/1/2026
Edward,Hill,edwardhill@outlook.com,(836) 838-2578,Coppervale Manufacturing,Operations Manager,Legal Services,Richmond,VA,United States,opportunity,Bad Timing,8/7/2025
Sarah,Williams,sarahwilliams2@yahoo.com,+1 318 299 4846,Greystone Capital,Operations Director,Financial Services,Columbus,OH,United States,salesqualifiedlead,Unqualified,4/1/2026
Pamela,Miller,pamelamiller@outlook.com,(325) 473-8366,Harborview Financial,VP of Sales,Manufacturing,Richmond,VA,United States,subscriber,In Progress,10/14/2025
Karen,Robinson,karenrobinson@yahoo.com,(918) 762-8714,Coppervale Manufacturing,Operations Director,Media,Des Moines,IA,United States,customer,Bad Timing,4/22/2024
Jeffrey,Perez,jeffreyperez@gmail.com,(689) 316-2070,Lumen Health Partners,Controller,Manufacturing,Nashville,TN,United States,opportunity,Connected,1/5/2026
Kathleen,Roberts,kathleen.roberts@yahoo.com,(398) 315-3444,Willowbrook Nonprofit,Controller,Construction,Sacramento,CA,United States,lead,Open,1/2/2026
Christine,Jackson,cjackson@business.net,(604) 477-8289,Coppervale Manufacturing,Business Development Rep,Nonprofit,Tampa,FL,United States,opportunity,Attempted to Contact,7/6/2025
Brenda,Torres,btorres@gmail.com,(543) 953-1898,Pinnacle Logistics Group,Business Development Rep,Biotechnology,Sacramento,CA,United States,subscriber,New,6/15/2025
Carolyn,Davis,carolyn.davis@yahoo.com,(662) 433-7779,Amber Grove Retail,Regional Sales Manager,Real Estate,Providence,RI,United States,salesqualifiedlead,Connected,9/17/2026
Lisa,Baker,lbaker@gmail.com,(672) 925-4434,Vantage Point Law,IT Manager,Insurance,Providence,RI,United States,customer,New,11/16/2025
Brian,Smith,bsmith@yahoo.com,(873) 610-2140,Brightpath Consulting,Marketing Manager,Manufacturing,Nashville,TN,United States,customer,Attempted to Contact,3/4/2025
Ronald,Torres,rtorres@business.net,(989) 702-8833,Granite Peak Construction,Purchasing Manager,Insurance,Austin,TX,United States,customer,Bad Timing,9/8/2024
ANGELA,WHITE,angela.white@company.com,(920) 923-4425,Northwind Traders,Finance Director,Insurance,Columbus,OH,United States,customer,Unqualified,12/14/2026
Joshua,Nguyen,jnguyen@business.net,(745) 701-5911,Orchard Lane Foods,Marketing Manager,Technology,Richmond,VA,United States,marketingqualifiedlead,Connected,7/19/2024
Angela,Sanchez,angela.sanchez@company.com,(973) 248-2796,Brightpath Consulting,Customer Success Manager,Media,Louisville,KY,United States,customer,Unqualified,2/13/2026
Brenda,Taylor,brenda.taylor@yahoo.com,(298) 250-7437,Crestline Energy,Operations Director,Insurance,Salt Lake City,UT,United States,salesqualifiedlead,Open,6/1/2024
Amanda,Baker,amanda.baker@company.com,(861) 339-8888,Brightpath Consulting,Regional Sales Manager,Biotechnology,Tucson,AZ,United States,opportunity,In Progress,7/24/2025
Carol,Roberts,croberts@business.net,(541) 549-7488,,,Hospitality,Austin,TX,United States,subscriber,Bad Timing,9/18/2025
Mary,Rivera,maryrivera@gmail.com,,,,Real Estate,Louisville,KY,United States,subscriber,Unqualified,3/22/2024
Amy,Mitchell,amy.mitchell2@company.com,,,,Financial Services,Denver,CO,United States,opportunity,Attempted to Contact,8/2/2025
Benjamin,Torres,benjamin.torres@company.com,(770) 455-2988,Vantage Point Law,VP of Sales,Media,Louisville,KY,United States,salesqualifiedlead,Connected,9/20/2026
Justin,Hall,justinhall@outlook.com,(623) 531-8387,Northwind Traders,Customer Success Manager,Construction,Providence,RI,United States,opportunity,Connected,8/3/2024
Gary,Anderson,gary.anderson@business.net,(632) 790-6174,Marlowe & Co.,Operations Manager,Logistics,Columbus,OH,United States,customer,Unqualified,2/16/2025
Jessica,Brown,jbrown@outlook.com,(800) 442-9076,Pinnacle Logistics Group,Marketing Coordinator,Real Estate,Sacramento,CA,United States,subscriber,In Progress,6/15/2024
Amanda,Wright,awright@company.com,(484) 861-2450,Foxglove Biotech,Customer Success Manager,Nonprofit,Columbus,OH,United States,subscriber,Attempted to Contact,12/10/2026
Frank,Gonzalez,frankgonzalez@yahoo.com,(271) 485-6753,Meridian Data Systems,Marketing Coordinator,Real Estate,Albuquerque,NM,United States,customer,Bad Timing,6/1/2026
Nicholas,Young,nicholasyoung@business.net,(875) 956-3875,Silverline Logistics,CEO,Financial Services,Nashville,TN,United States,customer,New,5/4/2025
Helen,Davis,hdavis@business.net,(395) 397-8303,Hollowridge Transport,Account Executive,Manufacturing,Columbus,OH,United States,opportunity,Attempted to Contact,5/24/2025
Edward,Hill,edward.hill@company.com,(664) 203-5315,Pinnacle Logistics Group,Customer Success Manager,Education,Salt Lake City,UT,United States,subscriber,Bad Timing,5/27/2026
Benjamin,Martinez,benjaminmartinez@yahoo.com,(846) 827-7631,Foxglove Biotech,Operations Manager,Manufacturing,Nashville,TN,United States,lead,In Progress,6/11/2024
Larry,Walkre,larry.walker@gmail.com,(693) 907-2311,Brightpath Consulting,Marketing Coordinator,Insurance,Milwaukee,WI,United States,marketingqualifiedlead,Unqualified,5/18/2024
Gregory,Carter,gregory.carter@gmail.com,(472) 969-1118,Willowbrook Nonprofit,CEO,Media,Raleigh,NC,United States,subscriber,New,9/26/2024
Carol,Roberts,croberts@gmail.com,(541) 549-7488,Aster Marketing,CEO,Hospitality,Austin,TX,United States,subscriber,Bad Timing,4/11/2024
Stephen,Clark,stephen.clark@business.net,(617) 848-4829,Hollowridge Transport,Marketing Manager,Logistics,Denver,CO,United States,opportunity,Attempted to Contact,7/13/2026
WILLIAM,THOMPSON,william.thompson@business.net,(201) 249-7323,Vantage Point Law,Executive Assistant,Financial Services,Tampa,FL,United States,salesqualifiedlead,Unqualified,9/9/2024
Susan,Jones,susanjones@yahoo.com,(364) 949-2228,Marlowe & Co.,Operations Manager,Technology,Richmond,VA,United States,opportunity,Attempted to Contact,6/10/2024
Emma,Gonzalez,egonzalez@business.net,(736) 452-4970,Silverline Logistics,Product Manager,Media,Providence,RI,United States,salesqualifiedlead,In Progress,10/3/2026
Michelle,Taylor,mtaylor@outlook.com,(953) 534-6211,Vantage Point Law,Product Manager,Healthcare,Richmond,VA,United States,subscriber,Open,4/9/2024
Rachel,Hill,rachelhill@yahoo.com,(247) 305-9529,Coppervale Manufacturing,IT Manager,Retail,Denver,CO,United States,opportunity,Bad Timing,11/7/2025
Jessica,Lopez,jlopez@yahoo.com,(701) 297-9666,Steadfast Insurance,CEO,Insurance,Louisville,KY,United States,marketingqualifiedlead,Attempted to Contact,10/4/2025
AMY,JACKSON,amy.jackson@business.net,(955) 846-7449,Cobalt Digital,IT Manager,Biotechnology,Tampa,FL,United States,customer,Attempted to Contact,2/10/2024
Mark,Jones,markjones@business.net,(244) 268-4580,Granite Peak Construction,IT Manager,Media,Tampa,FL,United States,opportunity,Unqualified,12/18/2024
